,Domain,Phylum,Class,Order,Family,Genus,Species,Species_ANI,mOTU,16S,Community (%),Bin_Size (Mbp),Completeness (%),Contamination (%),Strain_Heterogeneity (%),Watermass
74_bin.13,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,3.319795044,1.405009,81.47,0.8,100,SAW
77_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,6.069965828,1.345632,78.53,0,0,SAW
79_bin.61,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,4.363278528,1.449941,83.73,0,0,SAW
82_bin.16,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,3.109713564,0.917704,54.4,1.6,100,SAW
23_bin.18,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,30_0,31,Y,0.693240524,1.359156,71.78,0.86,50,Deep
1_bin.23,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O3,,161_0,16,Y,1.200864198,1.046735,56.79,4.46,28.57,STW
63_bin.20,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O3,,27_0,27,Y,2.121512525,1.36752,65.67,3.6,0,SAW
1_bin.15,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825,25_1,25,Y,1.571018448,1.207867,71.96,2.27,75,STW
62_bin.1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825,25_1,25,Y,1.816788814,1.236573,77.99,2.44,50,STW
65_bin.40,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825,25_1,25,Y,2.166166073,0.977526,56.62,0,0,STW
76_bin.26,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825,25_1,25,Y,1.572326361,1.153193,66.76,0.22,0,STW
78_bin.24,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825,25_1,25,N,0.981835048,1.131355,68.3,0.8,100,STW
78_bin.36,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002496725,25_2,26,N,0.629643457,1.005403,51.15,7.48,18.18,STW
34_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,,19_1,19,Y,0.706608424,1.760714,81.09,2.8,25,Deep
43_bin.9,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,,19_1,19,Y,0.943530956,1.800487,83.73,1.13,75,Deep
51_bin.28,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,,19_1,19,Y,0.899715164,1.897973,84.53,3.98,50,Deep
13_bin.19,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,,20_0,20,Y,1.103492271,1.268259,62.51,0.8,100,STW
24_bin.38,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,,33_1,6,Y,0.738824235,1.078592,54.5,0,0,STW
48_bin.8,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,,33_1,6,Y,2.136425729,1.928132,86.4,0,0,STW
73_bin.6,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,,33_1,6,Y,3.467022255,1.807349,84.4,0.8,100,STW
76_bin.3,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,,33_1,6,Y,1.006457069,1.847845,81.01,6.84,18.75,STW
20_bin.41,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,5.408861277,1.061548,53.96,0.93,0,Deep
34_bin.48,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,1.688684333,1.26082,75.69,0.8,100,Deep
43_bin.28,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,2.23344843,1.227324,72.22,0.06,0,Deep
47_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,N,2.870831191,1.073351,61.02,0,0,Deep
51_bin.54,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,2.804852166,1.09198,61.81,0,0,Deep
61_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,4.981373737,0.940507,52.62,0,0,Deep
64_bin.34,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,5.240745547,1.107216,64.89,0,0,Deep
69_bin.22,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,4.228669688,1.214382,68.98,0.22,100,Deep
80_bin.33,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,N,3.894678998,1.080981,60.75,0,0,Deep
83_bin.35,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,N,4.09278923,1.087067,60.09,0,0,Deep
9_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,,21_1,21,Y,6.622516218,1.011445,51.76,0.16,100,Deep
72_bin.3,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002495735,21_2,22,Y,5.735017729,1.104947,61.02,2,100,Deep
3_bin.27,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002457605,21_3,23,Y,3.705960223,1.211988,67.97,0.62,33.33,Deep
61_bin.16,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002507125,22_0,24,Y,1.468443733,1.160415,65.69,1.2,50,Deep
48_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,,,34_0,7,N,0.690030209,1.849048,84.53,0.06,0,STW
51_bin.63,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,,,47_0,32,N,0.531568037,1.360467,62.5,0.8,100,Deep
11_bin.34,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,,60_1,NA,Y,0.888687972,3.33808,90.95,1.25,33.33,SAW
74_bin.5,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,,60_1,NA,Y,2.216038813,3.536318,99.28,4.01,0,SAW
40_bin.38,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_1,NA,Y,5.135624959,1.965955,94.26,0.68,0,SAW
42_bin.26,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_1,NA,N,4.530579656,1.276284,65.68,0,0,SAW
26_bin.17,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_2,NA,N,0.769632683,1.17441,68.19,0,0,Front
28_bin.12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_2,NA,Y,3.87364375,1.691645,94.26,0,0,SAW
33_bin.29,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_2,NA,Y,2.371157282,1.656229,93.18,0.72,100,SAW
38_bin.28,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_2,NA,N,0.342775135,0.980518,63.7,2.03,33.33,Front
39_bin.33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_2,NA,Y,0.820449392,1.717029,94.37,0.03,100,SAW
67_bin.18,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_2,NA,Y,2.093667432,1.898705,97.97,2.03,66.67,STW
82_bin.32,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,70_3,NA,N,0.986779165,0.948066,60.57,1.01,66.67,SAW
66_bin.13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,,71_0,NA,N,1.090483701,0.783679,50.03,2.03,80,SAW
23_bin.50,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,,65_1,NA,Y,2.250341009,3.735631,96.68,1.36,0,Deep
34_bin.27,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,,65_1,NA,N,0.649540611,3.294796,80.44,2.72,28.57,Deep
51_bin.55,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,,65_1,NA,Y,0.792930887,3.773914,93.07,2.96,15.38,Deep
2_bin.53,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,,66_1,NA,Y,0.959194641,2.439304,57.3,1.93,75,SAW
46_bin.47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,,66_1,NA,Y,0.460415716,3.448676,89.75,5.37,11.76,SAW
77_bin.12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,,66_1,NA,Y,1.167242799,3.439809,90.48,7.48,0,SAW
42_bin.50,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,GCA-2690565,,212_0,NA,N,0.292837322,1.099278,88.85,0.68,100,SAW
60_bin.40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,,72_1,NA,N,0.557153663,3.133783,66.98,0.68,0,SAW
79_bin.40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,,72_1,NA,N,0.636079574,3.768976,82.63,0.17,0,SAW
9_bin.33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,,72_2,NA,N,0.800951186,1.609547,54.8,0.9,12.5,Deep
41_bin.27,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,,211_0,NA,N,0.107624464,1.699136,50,8.62,50,SAW
47_bin.40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,67_1,NA,Y,1.050968234,3.796064,82.15,1.36,0,Deep
51_bin.30,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,67_1,NA,Y,1.90406409,4.71169,96.88,0.68,0,Deep
61_bin.10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,67_1,NA,Y,0.757326492,4.629244,93.95,0.68,0,Deep
64_bin.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,67_1,NA,Y,0.795544157,3.372961,75.83,1.36,50,Deep
80_bin.23,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,67_1,NA,Y,2.105417539,4.813838,97.22,0.68,0,Deep
83_bin.30,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,67_1,NA,Y,1.090329206,4.655878,96.2,0.23,100,Deep
46_bin.2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,,68_0,NA,Y,0.333636169,3.55064,90.64,1.02,50,SAW
33_bin.4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,61_1,NA,Y,0.657861213,2.937707,68.69,2.38,50,SAW
39_bin.5,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,61_1,NA,N,0.452362081,2.823665,67.3,1.36,50,SAW
40_bin.42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,61_1,NA,Y,0.396350149,3.743509,92.19,3.4,11.11,SAW
42_bin.65,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,61_1,NA,N,1.024781113,3.981446,90.85,2.04,0,SAW
67_bin.15,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,61_1,NA,N,0.820496481,3.695763,88,2.02,50,STW
74_bin.10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002729295,61_2,NA,Y,2.012338372,3.426975,82.3,5.44,100,SAW
11_bin.6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,1.328537402,3.625971,92.72,0.96,75,SAW
2_bin.51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,0.821678409,3.694058,93.4,1.46,80,SAW
29_bin.18,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,0.426676634,1.76686,50.07,0,0,SAW
38_bin.68,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,1.257298938,3.437469,95.53,2.27,50,Front
39_bin.6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,2.285964971,3.714534,97.9,0.23,0,SAW
40_bin.13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,4.927746074,3.79025,97.96,0.23,0,SAW
41_bin.21,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,2.035619626,3.804313,97.56,0.91,50,SAW
42_bin.55,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,5.890001238,3.789769,96.88,0.23,0,SAW
50_bin.24,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,Y,2.276391537,3.977739,93.44,0.45,50,SAW
54_bin.38,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,0.946403332,2.419467,57.84,2.72,50,SAW
67_bin.36,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,0.935307458,3.273947,82.68,4.35,44.44,STW
68_bin.10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,1.900578079,2.8363,71.94,2.27,60,SAW
71_bin.2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,Y,2.215889408,3.955603,98.19,0.57,50,SAW
74_bin.3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,2.940237539,3.757634,98.61,0.34,100,SAW
77_bin.11,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,0.846255879,3.945695,96.37,0.57,50,SAW
8_bin.29,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,N,2.247493448,3.763667,96.57,2.27,75,SAW
82_bin.14,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,,62_1,NA,Y,0.778986134,3.070923,82.54,1.36,100,SAW
35_bin.10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735,62_2,NA,N,1.076796993,3.920311,97.45,1.02,50,Neritic
36_bin.11,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735,62_2,NA,N,0.755641955,3.653708,95.47,0,0,Neritic
37_bin.24,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735,62_2,NA,N,0.617354685,3.546721,87.56,1.36,100,STW
7_bin.21,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002323895,62_3,NA,N,1.19974737,3.516347,92.36,2.49,83.33,STW
36_bin.46,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002420315,62_4,NA,N,0.281731515,2.145434,61.26,1.02,100,Neritic
20_bin.20,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.859101021,2.760522,77.8,2.7,75,Deep
23_bin.35,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.854499923,3.092075,83.1,0.68,100,Deep
3_bin.25,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.656706003,2.358688,58.12,9.8,82.35,Deep
34_bin.33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,3.73001089,1.604916,55.9,0,0,Deep
43_bin.10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,3.820357689,2.419917,69.66,0.68,100,Deep
47_bin.13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.321703252,2.929955,80.32,2.7,33.33,Deep
51_bin.32,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.174540366,2.43031,68.23,3.27,33.33,Deep
61_bin.40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.302738052,2.672159,83.32,0.68,0,Deep
64_bin.6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,Y,2.741721986,2.857955,82.97,0.81,0,Deep
69_bin.12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.600589255,2.624987,79.73,1.55,60,Deep
72_bin.13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,5.134481004,2.545371,78.01,1.35,0,Deep
80_bin.42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,2.320305858,2.880407,81.24,2.7,75,Deep
83_bin.39,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,1.492388035,3.010804,87.05,0.9,100,Deep
9_bin.37,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_1,NA,N,4.366002423,2.267391,67.87,0.68,0,Deep
15_bin.20,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,2.13548111,2.204219,71.9,2.7,75,Front
16_bin.24,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,1.920333545,2.799653,76.76,0.72,50,SAW
17_bin.14,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,1.241235923,2.403017,71.73,2.7,25,SAW
18_bin.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,2.080366971,2.870689,83.77,2.84,40,SAW
19_bin.20,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,1.966136777,2.936562,82.07,2.7,14.29,SAW
60_bin.37,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,1.023716485,3.417795,94.9,1.49,75,SAW
79_bin.12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,,73_2,NA,N,0.884006117,2.96586,84.62,2.47,25,SAW
1_bin.9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785,73_3,NA,N,1.183909184,1.766776,53.76,0,0,STW
76_bin.19,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785,73_3,NA,N,1.383864342,3.023521,85.36,4.53,22.22,STW
78_bin.20,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785,73_3,NA,N,1.360531221,2.795541,81.97,2.2,75,STW
60_bin.31,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,,172_1,NA,N,0.67997255,3.063633,88.86,2.03,16.67,SAW
79_bin.49,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,,172_1,NA,Y,1.026461543,3.406701,97.94,0.84,50,SAW
51_bin.47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,,75_0,NA,Y,0.732031154,2.923732,74.98,0.72,100,Deep
39_bin.13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,,57_1,NA,N,0.425045213,2.391209,54.31,1.72,0,SAW
40_bin.15,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,,57_1,NA,Y,0.533413761,3.902349,92.76,0,0,SAW
41_bin.74,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,,57_1,NA,Y,0.311218363,4.034364,98.65,0.71,0,SAW
42_bin.47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,,57_1,NA,N,0.526283941,4.007846,97.97,0.71,0,SAW
60_bin.62,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,,57_1,NA,N,0.685271177,3.851999,95.54,1.44,0,SAW
20_bin.27,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,Y,0.659877052,3.784949,82.64,3.63,0,Deep
43_bin.45,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,Y,0.737323177,3.762467,82.45,5.66,6.67,Deep
47_bin.9,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,N,4.293770971,4.627105,93.82,3.97,0,Deep
61_bin.43,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,Y,0.800958351,4.53083,93.82,3.97,0,Deep
69_bin.13,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,Y,2.185387511,4.603398,92.75,5.32,7.69,Deep
80_bin.36,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,N,1.790305917,4.687089,94.36,5.13,5.56,Deep
83_bin.32,Bacteria,Verrucomicrobiota,Lentisphaeria,,,,,203_1,NA,N,0.947692357,4.338808,90.26,4.65,0,Deep
23_bin.15,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,,,74_1,NA,N,0.786542551,2.491172,81.82,0.68,100,Deep
34_bin.16,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,,,74_1,NA,N,2.164130332,2.646148,85.17,2.07,25,Deep
43_bin.36,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,,,74_1,NA,N,1.967230354,2.990937,84.78,2.07,0,Deep
51_bin.19,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,,,74_1,NA,N,0.726960462,2.021206,79.45,1.62,50,Deep
9_bin.24,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,,,74_1,NA,N,1.513300774,1.81243,63.92,2.93,40,Deep
